pMAE,pRMSE,ocvRMSE,RMSEutrans,MAEutrans,date,algomodel,trgCol,transTarg,task,missing,append,transform,pc,expirament,fold,maxfold,seed,seedit,foldseed,RMSEmean,RMSEmeantrain,hpGen,time,validmethod,tuneLength,cvcount,ignrepeats,adaptivemin,bestTuneparams,btp1,btp2,btp3,btp4,btp5,btp6,btp7,btp8,btp9,btp10,btp11 
0.01,0.01,100,100,100,Wed Aug 02 16:37:25 2017,dummy,8,1,bac latent features,ignore,none,asis,CLOUD,10hp10cv,1,5,403,624,222,0.9,0.9284,random,434,cv,10,10,NA,5,15,1.3312352844514,0.968602964049205,1.30087468028069,1.36411243351176,,,
Fail,Fail,Fail,Fail,Fail,Wed May 02 12:52:49 2018,mlpKerasDecay,1,2,sparsity 2 row center,ignore,none,all,ALTA,15th10hp10cv,1,5,403,3,222,3
Fail,Fail,Fail,Fail,Fail,Wed May 02 12:52:55 2018,mlpKerasDropout,1,2,sparsity 2 row center,ignore,none,all,ALTA,15th10hp10cv,1,5,403,6,222,4
0.505,0.453,0.99,0.927,0.654,Wed May 02 12:53:43 2018,msaenet,1,2,sparsity 2 row center,ignore,none,all,ALTA,15th10hp10cv,1,5,403,624,222,1.699,1.883,random,44,cv,10,10,NA,5,0.821205662796274,6,3.22591325681424
Fail,Fail,Fail,Fail,PackageFail,Wed May 02 12:53:59 2018,mxnet,1,2,sparsity 2 row center,ignore,none,all,ALTA,15th10hp10cv,1,5,403,222,13
Fail,Fail,Fail,Fail,PackageFail,Wed May 02 12:53:59 2018,mxnet,1,2,sparsity 2 row center,ignore,none,all,ALTA,15th10hp10cv,1,5,624,222,13
Fail,Fail,Fail,Fail,PackageFail,Wed May 02 12:54:15 2018,mxnetAdam,1,2,sparsity 2 row center,ignore,none,all,ALTA,15th10hp10cv,1,5,403,222,13
Fail,Fail,Fail,Fail,PackageFail,Wed May 02 12:54:15 2018,mxnetAdam,1,2,sparsity 2 row center,ignore,none,all,ALTA,15th10hp10cv,1,5,624,222,13
-4.459,-3.375,7.43,7.44,7.24,Wed May 02 12:55:26 2018,nnet,1,2,sparsity 2 row center,ignore,none,all,ALTA,15th10hp10cv,1,5,403,92,222,1.699,1.883,random,68,cv,10,10,NA,5,11,6.90599698876441e-05
Fail,Fail,Fail,Fail,Fail,Wed May 02 12:55:38 2018,nnls,1,2,sparsity 2 row center,ignore,none,all,ALTA,15th10hp10cv,1,5,403,624,222,8
0,0,-1,1.7,1.33,Wed May 02 12:55:44 2018,null,1,2,sparsity 2 row center,ignore,none,all,ALTA,15th10hp10cv,1,5,403,624,222,1.699,1.883,random,3,cv,10,10,NA,5,none
Fail,Fail,Fail,Fail,Fail,Wed May 02 12:55:59 2018,ordinalNet,1,2,sparsity 2 row center,ignore,none,all,ALTA,15th10hp10cv,1,5,403,624,222,11
0.275,0.298,1.22,1.19,0.961,Wed May 02 12:57:48 2018,parRF,1,2,sparsity 2 row center,ignore,none,all,ALTA,15th10hp10cv,1,5,403,187,222,1.699,1.883,random,106,cv,10,10,NA,5,37
-4.459,-3.375,7.42,7.44,7.24,Wed May 02 12:58:17 2018,pcaNNet,1,2,sparsity 2 row center,ignore,none,all,ALTA,15th10hp10cv,1,5,403,17,222,1.699,1.883,random,20,cv,10,10,NA,5,4,6.48610571881244e-05
0.471,0.426,1.04,0.975,0.699,Wed May 02 12:58:25 2018,pcr,1,2,sparsity 2 row center,ignore,none,all,ALTA,15th10hp10cv,1,5,403,624,222,1.699,1.883,random,5,cv,10,10,NA,5,8
Fail,Fail,Fail,Fail,PackageFail,Wed May 02 12:58:42 2018,pls,1,2,sparsity 2 row center,ignore,none,all,ALTA,15th10hp10cv,1,5,403,222,13
Fail,Fail,Fail,Fail,PackageFail,Wed May 02 12:58:42 2018,pls,1,2,sparsity 2 row center,ignore,none,all,ALTA,15th10hp10cv,1,5,624,222,13
0.445,0.439,0.984,0.953,0.734,Wed May 02 13:02:15 2018,plsRglm,1,2,sparsity 2 row center,ignore,none,all,ALTA,15th10hp10cv,1,5,403,624,222,1.699,1.883,random,204,cv,10,10,NA,5,51,0.11181787266396
0.04,-0.028,1.54,1.75,1.27,Wed May 02 13:02:58 2018,ppr,1,2,sparsity 2 row center,ignore,none,all,ALTA,15th10hp10cv,1,5,403,624,222,1.699,1.883,random,39,cv,10,10,NA,5,2
Fail,Fail,Fail,Fail,PackageFail,Wed May 02 13:03:15 2018,pythonKnnReg,1,2,sparsity 2 row center,ignore,none,all,ALTA,15th10hp10cv,1,5,403,222,13
Fail,Fail,Fail,Fail,PackageFail,Wed May 02 13:03:15 2018,pythonKnnReg,1,2,sparsity 2 row center,ignore,none,all,ALTA,15th10hp10cv,1,5,624,222,13
-0.636,-0.51,2.29,2.57,2.17,Wed May 02 13:05:22 2018,qrf,1,2,sparsity 2 row center,ignore,none,all,ALTA,15th10hp10cv,1,5,403,314,222,1.699,1.883,random,118,cv,10,10,NA,5,57
0.289,0.306,1.26,1.18,0.942,Wed May 02 13:06:26 2018,ranger,1,2,sparsity 2 row center,ignore,none,all,ALTA,15th10hp10cv,1,5,403,2,222,1.699,1.883,random,59,cv,10,10,NA,5,52,variance
0.281,0.305,1.27,1.18,0.953,Wed May 02 13:14:47 2018,Rborist,1,2,sparsity 2 row center,ignore,none,all,ALTA,15th10hp10cv,1,5,403,427,222,1.699,1.883,random,497,cv,10,10,NA,5,34
0.49,0.483,2.53,0.878,0.677,Wed May 02 13:15:18 2018,relaxo,1,2,sparsity 2 row center,ignore,none,all,ALTA,15th10hp10cv,1,5,403,624,222,1.699,1.883,random,29,cv,10,10,NA,5,197.007153136401,0.314672681037337
0.269,0.293,1.22,1.2,0.969,Wed May 02 13:16:59 2018,rf,1,2,sparsity 2 row center,ignore,none,all,ALTA,15th10hp10cv,1,5,403,520,222,1.699,1.883,random,96,cv,10,10,NA,5,51
0.502,0.443,0.992,0.944,0.659,Wed May 02 13:17:21 2018,ridge,1,2,sparsity 2 row center,ignore,none,all,ALTA,15th10hp10cv,1,5,403,624,222,1.699,1.883,random,19,cv,10,10,NA,5,0.0853668624705052
Fail,Fail,Fail,Fail,Fail,Wed May 02 13:17:44 2018,rlm,1,2,sparsity 2 row center,ignore,none,all,ALTA,15th10hp10cv,1,5,403,624,222,19
0.039,0.081,1.84,1.56,1.27,Wed May 02 13:17:53 2018,rpart,1,2,sparsity 2 row center,ignore,none,all,ALTA,15th10hp10cv,1,5,403,624,222,1.699,1.883,random,6,cv,10,10,NA,5,0.0433854909233626
0.086,0.112,-1,1.51,1.21,Wed May 02 13:18:01 2018,rpart1SE,1,2,sparsity 2 row center,ignore,none,all,ALTA,15th10hp10cv,1,5,403,80,222,1.699,1.883,random,4,cv,10,10,NA,5,none
0.086,0.112,1.87,1.51,1.21,Wed May 02 13:18:10 2018,rpart2,1,2,sparsity 2 row center,ignore,none,all,ALTA,15th10hp10cv,1,5,403,624,222,1.699,1.883,random,6,cv,10,10,NA,5,4
Fail,Fail,Fail,Fail,Fail,Wed May 02 13:18:18 2018,rqlasso,1,2,sparsity 2 row center,ignore,none,all,ALTA,15th10hp10cv,1,5,403,3,222,4
Fail,Fail,Fail,Fail,Fail,Wed May 02 13:18:24 2018,rqnc,1,2,sparsity 2 row center,ignore,none,all,ALTA,15th10hp10cv,1,5,403,6,222,4
0.311,0.336,1.2,1.13,0.913,Wed May 02 13:21:18 2018,RRF,1,2,sparsity 2 row center,ignore,none,all,ALTA,15th10hp10cv,1,5,403,139,222,1.699,1.883,random,171,cv,10,10,NA,5,24,0.715002922108397,0.779569990001619
0.282,0.303,1.23,1.18,0.951,Wed May 02 13:22:53 2018,RRFglobal,1,2,sparsity 2 row center,ignore,none,all,ALTA,15th10hp10cv,1,5,403,218,222,1.699,1.883,random,92,cv,10,10,NA,5,31,0.429731026524678
0.41,0.38,-1,1.05,0.782,Wed May 02 13:23:01 2018,rvmLinear,1,2,sparsity 2 row center,ignore,none,all,ALTA,15th10hp10cv,1,5,403,624,222,1.699,1.883,random,4,cv,10,10,NA,5,none
0.402,0.375,0.995,1.06,0.793,Wed May 02 13:23:20 2018,rvmPoly,1,2,sparsity 2 row center,ignore,none,all,ALTA,15th10hp10cv,1,5,403,624,222,1.699,1.883,random,15,cv,10,10,NA,5,0.00153158496701408,1
-5.209,-3.947,8.4,8.41,8.24,Wed May 02 13:23:54 2018,rvmRadial,1,2,sparsity 2 row center,ignore,none,all,ALTA,15th10hp10cv,1,5,403,624,222,1.699,1.883,random,31,cv,10,10,NA,5,0.067696193491204
0.188,0.208,1.82,1.34,1.07,Wed May 02 13:33:09 2018,SBC,1,2,sparsity 2 row center,ignore,none,all,ALTA,15th10hp10cv,1,5,403,80,222,1.699,1.883,random,551,nohyperparameters,4,10,no rep,no min,1,0.5,0
0.524,0.478,0.984,0.886,0.629,Wed May 02 13:33:18 2018,simpls,1,2,sparsity 2 row center,ignore,none,all,ALTA,15th10hp10cv,1,5,403,624,222,1.699,1.883,random,5,cv,10,10,NA,5,7
0.536,0.476,0.977,0.888,0.613,Wed May 02 13:34:56 2018,spikeslab,1,2,sparsity 2 row center,ignore,none,all,ALTA,15th10hp10cv,1,5,403,521,222,1.699,1.883,random,94,cv,10,10,NA,5,46
0.374,0.37,1.25,1.07,0.83,Wed May 02 13:35:59 2018,spls,1,2,sparsity 2 row center,ignore,none,all,ALTA,15th10hp10cv,1,5,403,624,222,1.699,1.883,random,59,cv,10,10,NA,5,18,0.318752135848626,0.182012511300854
-5.569,-4.224,8.29,8.88,8.71,Wed May 02 13:36:09 2018,superpc,1,2,sparsity 2 row center,ignore,none,all,ALTA,15th10hp10cv,1,5,403,624,222,1.699,1.883,random,7,cv,10,10,NA,5,0.0972207461018115,3
Fail,Fail,Fail,Fail,Fail,Wed May 02 13:36:17 2018,svmBoundrangeString,1,2,sparsity 2 row center,ignore,none,all,ALTA,15th10hp10cv,1,5,403,3,222,3
Fail,Fail,Fail,Fail,Fail,Wed May 02 13:36:24 2018,svmExpoString,1,2,sparsity 2 row center,ignore,none,all,ALTA,15th10hp10cv,1,5,403,6,222,4
0.466,0.445,0.964,0.941,0.706,Wed May 02 13:53:47 2018,svmLinear,1,2,sparsity 2 row center,ignore,none,all,ALTA,15th10hp10cv,1,5,403,624,222,1.699,1.883,random,1039,cv,10,10,NA,5,0.115025675084272
0.453,0.437,0.969,0.956,0.725,Wed May 02 19:58:41 2018,svmLinear2,1,2,sparsity 2 row center,ignore,none,all,ALTA,15th10hp10cv,1,5,403,624,222,1.699,1.883,random,727,cv,10,10,NA,5,2.45715564102784
0.381,0.39,0.974,1.04,0.82,Wed May 02 19:59:10 2018,svmLinear3,1,2,sparsity 2 row center,ignore,none,all,ALTA,15th10hp10cv,1,5,403,128,222,1.699,1.883,random,24,cv,10,10,NA,5,437.159087633194,L2
0.504,0.462,0.937,0.913,0.657,Wed May 02 20:01:12 2018,svmPoly,1,2,sparsity 2 row center,ignore,none,all,ALTA,15th10hp10cv,1,5,403,624,222,1.699,1.883,random,118,cv,10,10,NA,5,2,0.000457490120807542,43.3522002782418
0,0,1.85,1.7,1.33,Wed May 02 20:01:35 2018,svmRadial,1,2,sparsity 2 row center,ignore,none,all,ALTA,15th10hp10cv,1,5,403,624,222,1.699,1.883,random,17,cv,10,10,NA,5,0.00370599541561128,0.136150982239898
0.001,0,1.85,1.7,1.33,Wed May 02 20:01:51 2018,svmRadialCost,1,2,sparsity 2 row center,ignore,none,all,ALTA,15th10hp10cv,1,5,403,624,222,1.699,1.883,random,12,cv,10,10,NA,5,12.7072561745947
0.001,0,1.85,1.7,1.33,Wed May 02 20:02:07 2018,svmRadialSigma,1,2,sparsity 2 row center,ignore,none,all,ALTA,15th10hp10cv,1,5,403,624,222,1.699,1.883,random,11,cv,10,10,NA,5,0.029175848972337,8.05834671754836
Fail,Fail,Fail,Fail,Fail,Wed May 02 20:02:15 2018,svmSpectrumString,1,2,sparsity 2 row center,ignore,none,all,ALTA,15th10hp10cv,1,5,403,3,222,4
0.194,0.228,-1,1.31,1.07,Wed May 02 20:02:37 2018,treebag,1,2,sparsity 2 row center,ignore,none,all,ALTA,15th10hp10cv,1,5,403,128,222,1.699,1.883,random,19,cv,10,10,NA,5,none
0.502,0.461,1.03,0.914,0.658,Wed May 02 20:03:28 2018,widekernelpls,1,2,sparsity 2 row center,ignore,none,all,ALTA,15th10hp10cv,1,5,403,624,222,1.699,1.883,random,14,cv,10,10,NA,5,9
0.246,0.297,1.32,1.19,0.999,Wed May 02 20:04:21 2018,xgbLinear,1,2,sparsity 2 row center,ignore,none,all,ALTA,15th10hp10cv,1,5,403,240,222,1.699,1.883,random,49,cv,10,10,NA,5,24,0.195285156144402,1.75009995289166e-05,1.30491179111414
0.269,0.265,1.2,1.25,0.969,Wed May 02 20:08:50 2018,xgbTree,1,2,sparsity 2 row center,ignore,none,all,ALTA,15th10hp10cv,1,5,403,390,222,1.699,1.883,random,264,cv,10,10,NA,5,221,5,0.095036756479647,7.32359464978799,0.545072078239173,5,0.400246217323001
0.136,0.221,1.44,1.32,1.15,Wed May 02 20:09:35 2018,xyf,1,2,sparsity 2 row center,ignore,none,all,ALTA,15th10hp10cv,1,5,403,527,222,1.699,1.883,random,40,cv,10,10,NA,5,1,15,0.960150586348027,hexagonal
-4.459,-3.375,7.43,7.44,7.24,Wed May 02 20:10:21 2018,avNNet,1,2,sparsity 2 row center,ignore,none,asis,ALTA,15th10hp10cv,1,5,403,199,222,1.699,1.883,random,40,cv,10,10,NA,5,18,5.65735359432812e-05,FALSE
Fail,Fail,Fail,Fail,Fail,Wed May 02 20:10:32 2018,bag,1,2,sparsity 2 row center,ignore,none,asis,ALTA,15th10hp10cv,1,5,403,624,222,9
0.428,0.442,1.13,0.946,0.759,Wed May 02 20:14:24 2018,bagEarth,1,2,sparsity 2 row center,ignore,none,asis,ALTA,15th10hp10cv,1,5,403,256,222,1.699,1.883,random,229,cv,10,10,NA,5,6,1
0.4,0.435,-1,0.96,0.795,Wed May 02 20:16:00 2018,bagEarthGCV,1,2,sparsity 2 row center,ignore,none,asis,ALTA,15th10hp10cv,1,5,403,256,222,1.699,1.883,random,29,cv,10,10,NA,5,1
0.372,0.35,1.26,1.1,0.832,Wed May 02 20:23:01 2018,bartMachine,1,2,sparsity 2 row center,ignore,none,asis,ALTA,15th10hp10cv,1,5,403,389,222,1.699,1.883,random,358,cv,10,10,NA,5,91,0.932976986514404,0.931809001136571,0.031293723732233,3.77521501388401
0.514,0.457,-1,0.921,0.642,Wed May 02 20:23:31 2018,bayesglm,1,2,sparsity 2 row center,ignore,none,asis,ALTA,15th10hp10cv,1,5,403,624,222,1.699,1.883,random,14,cv,10,10,NA,5,none
0.456,0.443,0.969,0.945,0.721,Wed May 02 20:24:03 2018,blasso,1,2,sparsity 2 row center,ignore,none,asis,ALTA,15th10hp10cv,1,5,403,525,222,1.699,1.883,random,29,cv,10,10,NA,5,0.481835720362142
0.485,0.457,-1,0.922,0.682,Wed May 02 20:24:29 2018,blassoAveraged,1,2,sparsity 2 row center,ignore,none,asis,ALTA,15th10hp10cv,1,5,403,71,222,1.699,1.883,random,22,cv,10,10,NA,5,none
0.487,0.454,-1,0.926,0.679,Wed May 02 20:24:52 2018,bridge,1,2,sparsity 2 row center,ignore,none,asis,ALTA,15th10hp10cv,1,5,403,613,222,1.699,1.883,random,19,cv,10,10,NA,5,none
0.077,0.109,1.57,1.51,1.22,Wed May 02 20:29:34 2018,BstLm,1,2,sparsity 2 row center,ignore,none,asis,ALTA,15th10hp10cv,1,5,403,624,222,1.699,1.883,random,280,cv,10,10,NA,5,434,0.496553841667715
0.114,0.187,1.51,1.38,1.18,Wed May 02 20:30:08 2018,cforest,1,2,sparsity 2 row center,ignore,none,asis,ALTA,15th10hp10cv,1,5,403,27,222,1.699,1.883,random,30,cv,10,10,NA,5,8
-0.114,0.005,1.89,1.69,1.48,Wed May 02 20:30:22 2018,ctree,1,2,sparsity 2 row center,ignore,none,asis,ALTA,15th10hp10cv,1,5,403,624,222,1.699,1.883,random,11,cv,10,10,NA,5,0.599087314214557
-0.114,0.005,1.84,1.69,1.48,Wed May 02 20:30:36 2018,ctree2,1,2,sparsity 2 row center,ignore,none,asis,ALTA,15th10hp10cv,1,5,403,624,222,1.699,1.883,random,12,cv,10,10,NA,5,11,0.0224922236520797
0.436,0.441,1.03,0.948,0.747,Wed May 02 20:31:40 2018,cubist,1,2,sparsity 2 row center,ignore,none,asis,ALTA,15th10hp10cv,1,5,403,1,222,1.699,1.883,random,63,cv,10,10,NA,5,19,7
-0.616,-0.462,2.49,2.49,2.14,Wed May 02 20:31:57 2018,dnn,1,2,sparsity 2 row center,ignore,none,asis,ALTA,15th10hp10cv,1,5,403,90,222,1.699,1.883,random,14,cv,10,10,NA,5,16,19,8,0.119055495294742,0.10645054935012
0.224,0.282,1.24,1.22,1.03,Wed May 02 20:32:08 2018,earth,1,2,sparsity 2 row center,ignore,none,asis,ALTA,15th10hp10cv,1,5,403,624,222,1.699,1.883,random,9,cv,10,10,NA,5,6,2
0.514,0.457,1.02,0.921,0.643,Wed May 02 20:32:16 2018,elm,1,2,sparsity 2 row center,ignore,none,asis,ALTA,15th10hp10cv,1,5,403,120,222,1.699,1.883,random,5,cv,10,10,NA,5,12,purelin
0.494,0.463,0.981,0.91,0.669,Wed May 02 20:32:24 2018,enet,1,2,sparsity 2 row center,ignore,none,asis,ALTA,15th10hp10cv,1,5,403,624,222,1.699,1.883,random,6,cv,10,10,NA,5,0.878185595618561,0.000537939354274023
-0.074,0.013,1.97,1.68,1.42,Wed May 02 20:37:00 2018,evtree,1,2,sparsity 2 row center,ignore,none,asis,ALTA,15th10hp10cv,1,5,403,383,222,1.699,1.883,random,274,cv,10,10,NA,5,2.22569706011564
0.194,0.251,1.44,1.27,1.07,Wed May 02 20:41:26 2018,extraTrees,1,2,sparsity 2 row center,ignore,none,asis,ALTA,15th10hp10cv,1,5,403,4,222,1.699,1.883,random,261,cv,10,10,NA,5,3,17
0.497,0.467,0.949,0.903,0.665,Wed May 02 20:41:46 2018,foba,1,2,sparsity 2 row center,ignore,none,asis,ALTA,15th10hp10cv,1,5,403,624,222,1.699,1.883,random,15,cv,10,10,NA,5,4,0.022243700321329
Fail,Fail,Fail,Fail,Fail,Wed May 02 20:42:05 2018,gam,1,2,sparsity 2 row center,ignore,none,asis,ALTA,15th10hp10cv,1,5,403,624,222,15
0.39,0.41,1.08,1,0.808,Wed May 02 20:45:27 2018,gamboost,1,2,sparsity 2 row center,ignore,none,asis,ALTA,15th10hp10cv,1,5,403,624,222,1.699,1.883,random,199,cv,10,10,NA,5,919,yes
0.514,0.457,1.01,0.921,0.643,Wed May 02 20:45:56 2018,gamSpline,1,2,sparsity 2 row center,ignore,none,asis,ALTA,15th10hp10cv,1,5,403,624,222,1.699,1.883,random,26,cv,10,10,NA,5,0.560956596164033
Fail,Fail,Fail,Fail,Fail,Wed May 02 20:46:14 2018,gaussprLinear,1,2,sparsity 2 row center,ignore,none,asis,ALTA,15th10hp10cv,1,5,403,624,222,14
0.524,0.467,0.994,0.905,0.63,Wed May 02 20:46:30 2018,gaussprPoly,1,2,sparsity 2 row center,ignore,none,asis,ALTA,15th10hp10cv,1,5,403,624,222,1.699,1.883,random,12,cv,10,10,NA,5,1,0.207014459000742
Fail,Fail,Fail,Fail,Fail,Wed May 02 20:46:46 2018,gaussprRadial,1,2,sparsity 2 row center,ignore,none,asis,ALTA,15th10hp10cv,1,5,403,624,222,13
0.019,0.1,1.43,1.53,1.3,Wed May 02 20:47:55 2018,gbm,1,2,sparsity 2 row center,ignore,none,asis,ALTA,15th10hp10cv,1,5,403,224,222,1.699,1.883,random,66,cv,10,10,NA,5,4012,5,0.275418354662601,7
Fail,Fail,Fail,Fail,Fail,Wed May 02 20:52:24 2018,gbm_h2o,1,2,sparsity 2 row center,ignore,none,asis,ALTA,15th10hp10cv,1,5,403,1,222,263
0.394,0.376,-1,1.06,0.804,Wed May 02 20:52:33 2018,gcvEarth,1,2,sparsity 2 row center,ignore,none,asis,ALTA,15th10hp10cv,1,5,403,624,222,1.699,1.883,random,7,cv,10,10,NA,5,1
0.514,0.457,-1,0.921,0.643,Wed May 02 20:52:40 2018,glm,1,2,sparsity 2 row center,ignore,none,asis,ALTA,15th10hp10cv,1,5,403,624,222,1.699,1.883,random,4,cv,10,10,NA,5,none
0.52,0.471,1,0.898,0.634,Wed May 02 20:52:49 2018,glm.nb,1,2,sparsity 2 row center,ignore,none,asis,ALTA,15th10hp10cv,1,5,403,624,222,1.699,1.883,random,6,cv,10,10,NA,5,identity
0.46,0.448,0.988,0.937,0.715,Wed May 02 20:53:13 2018,glmboost,1,2,sparsity 2 row center,ignore,none,asis,ALTA,15th10hp10cv,1,5,403,624,222,1.699,1.883,random,22,cv,10,10,NA,5,601,yes
0.463,0.45,1.03,0.934,0.711,Wed May 02 20:53:25 2018,glmnet,1,2,sparsity 2 row center,ignore,none,asis,ALTA,15th10hp10cv,1,5,403,624,222,1.699,1.883,random,9,cv,10,10,NA,5,0.929366873810068,0.0667479690791564
Fail,Fail,Fail,Fail,Fail,Wed May 02 20:57:52 2018,glmnet_h2o,1,2,sparsity 2 row center,ignore,none,asis,ALTA,15th10hp10cv,1,5,403,1,222,265
0.444,0.425,-1,0.975,0.736,Wed May 02 20:58:17 2018,glmStepAIC,1,2,sparsity 2 row center,ignore,none,asis,ALTA,15th10hp10cv,1,5,403,624,222,1.699,1.883,random,22,cv,10,10,NA,5,none
0.071,0.037,1.37,1.64,1.23,Wed May 02 20:58:42 2018,icr,1,2,sparsity 2 row center,ignore,none,asis,ALTA,15th10hp10cv,1,5,403,98,222,1.699,1.883,random,21,cv,10,10,NA,5,7
0.508,0.453,1.04,0.928,0.649,Wed May 02 20:58:50 2018,kernelpls,1,2,sparsity 2 row center,ignore,none,asis,ALTA,15th10hp10cv,1,5,403,624,222,1.699,1.883,random,5,cv,10,10,NA,5,4
0.266,0.297,1.54,1.19,0.973,Wed May 02 20:59:05 2018,kknn,1,2,sparsity 2 row center,ignore,none,asis,ALTA,15th10hp10cv,1,5,403,624,222,1.699,1.883,random,12,cv,10,10,NA,5,16,2.53981557511725,epanechnikov
0.209,0.212,1.57,1.34,1.05,Wed May 02 20:59:13 2018,knn,1,2,sparsity 2 row center,ignore,none,asis,ALTA,15th10hp10cv,1,5,403,624,222,1.699,1.883,random,5,cv,10,10,NA,5,10
0.004,0.002,1.89,1.7,1.32,Wed May 02 20:59:24 2018,krlsPoly,1,2,sparsity 2 row center,ignore,none,asis,ALTA,15th10hp10cv,1,5,403,624,222,1.699,1.883,random,9,cv,10,10,NA,5,0.125679276256428,3
0.518,0.452,0.974,0.93,0.636,Wed May 02 20:59:57 2018,krlsRadial,1,2,sparsity 2 row center,ignore,none,asis,ALTA,15th10hp10cv,1,5,403,624,222,1.699,1.883,random,30,cv,10,10,NA,5,5.21593527023737e-05,6485.78505183912
0.505,0.467,0.984,0.905,0.656,Wed May 02 21:00:07 2018,lars,1,2,sparsity 2 row center,ignore,none,asis,ALTA,15th10hp10cv,1,5,403,624,222,1.699,1.883,random,6,cv,10,10,NA,5,0.900383018190041
0.458,0.447,1.01,0.938,0.718,Wed May 02 21:00:14 2018,lars2,1,2,sparsity 2 row center,ignore,none,asis,ALTA,15th10hp10cv,1,5,403,624,222,1.699,1.883,random,5,cv,10,10,NA,5,8
0.481,0.458,0.992,0.919,0.687,Wed May 02 21:00:21 2018,lasso,1,2,sparsity 2 row center,ignore,none,asis,ALTA,15th10hp10cv,1,5,403,624,222,1.699,1.883,random,4,cv,10,10,NA,5,0.852608849527314
0.487,0.463,0.977,0.91,0.678,Wed May 02 21:00:28 2018,leapBackward,1,2,sparsity 2 row center,ignore,none,asis,ALTA,15th10hp10cv,1,5,403,624,222,1.699,1.883,random,4,cv,10,10,NA,5,4
0.487,0.463,0.958,0.91,0.678,Wed May 02 21:00:35 2018,leapForward,1,2,sparsity 2 row center,ignore,none,asis,ALTA,15th10hp10cv,1,5,403,624,222,1.699,1.883,random,5,cv,10,10,NA,5,4
0.444,0.425,0.957,0.975,0.736,Wed May 02 21:00:42 2018,leapSeq,1,2,sparsity 2 row center,ignore,none,asis,ALTA,15th10hp10cv,1,5,403,624,222,1.699,1.883,random,4,cv,10,10,NA,5,5
0.514,0.457,-1,0.921,0.643,Wed May 02 21:00:48 2018,lm,1,2,sparsity 2 row center,ignore,none,asis,ALTA,15th10hp10cv,1,5,403,624,222,1.699,1.883,random,3,cv,10,10,NA,5,TRUE
0.444,0.425,-1,0.975,0.736,Wed May 02 21:01:05 2018,lmStepAIC,1,2,sparsity 2 row center,ignore,none,asis,ALTA,15th10hp10cv,1,5,403,624,222,1.699,1.883,random,15,cv,10,10,NA,5,none
Fail,Fail,Fail,Fail,PackageFail,Wed May 02 21:01:30 2018,logicBag,1,2,sparsity 2 row center,ignore,none,asis,ALTA,15th10hp10cv,1,5,403,624,222,22
Fail,Fail,Fail,Fail,Fail,Wed May 02 21:01:52 2018,logreg,1,2,sparsity 2 row center,ignore,none,asis,ALTA,15th10hp10cv,1,5,403,3,222,7
0.444,0.425,1.02,0.975,0.736,Wed May 02 21:02:30 2018,M5,1,2,sparsity 2 row center,ignore,none,asis,ALTA,15th10hp10cv,1,5,403,624,222,1.699,1.883,random,35,cv,10,10,NA,5,Yes,Yes,Yes
0.444,0.425,1.02,0.975,0.736,Wed May 02 21:02:54 2018,M5Rules,1,2,sparsity 2 row center,ignore,none,asis,ALTA,15th10hp10cv,1,5,403,624,222,1.699,1.883,random,21,cv,10,10,NA,5,Yes,Yes
Fail,Fail,Fail,Fail,Fail,Wed May 02 21:03:00 2018,mlpKerasDecay,1,2,sparsity 2 row center,ignore,none,asis,ALTA,15th10hp10cv,1,5,403,3,222,4
Fail,Fail,Fail,Fail,Fail,Wed May 02 21:03:07 2018,mlpKerasDropout,1,2,sparsity 2 row center,ignore,none,asis,ALTA,15th10hp10cv,1,5,403,6,222,5
0.458,0.436,0.981,0.957,0.718,Wed May 02 21:03:43 2018,msaenet,1,2,sparsity 2 row center,ignore,none,asis,ALTA,15th10hp10cv,1,5,403,624,222,1.699,1.883,random,33,cv,10,10,NA,5,0.893639435153454,4,2.91945194685832
Fail,Fail,Fail,Fail,PackageFail,Wed May 02 21:04:04 2018,mxnet,1,2,sparsity 2 row center,ignore,none,asis,ALTA,15th10hp10cv,1,5,403,624,222,18
Fail,Fail,Fail,Fail,PackageFail,Wed May 02 21:04:32 2018,mxnetAdam,1,2,sparsity 2 row center,ignore,none,asis,ALTA,15th10hp10cv,1,5,403,624,222,15
-4.459,-3.375,7.43,7.44,7.24,Wed May 02 21:04:58 2018,nnet,1,2,sparsity 2 row center,ignore,none,asis,ALTA,15th10hp10cv,1,5,403,122,222,1.699,1.883,random,14,cv,10,10,NA,5,11,6.49808900648755e-05
Fail,Fail,Fail,Fail,Fail,Wed May 02 21:05:13 2018,nnls,1,2,sparsity 2 row center,ignore,none,asis,ALTA,15th10hp10cv,1,5,403,624,222,10
0,0,-1,1.7,1.33,Wed May 02 21:05:20 2018,null,1,2,sparsity 2 row center,ignore,none,asis,ALTA,15th10hp10cv,1,5,403,624,222,1.699,1.883,random,4,cv,10,10,NA,5,none
Fail,Fail,Fail,Fail,Fail,Wed May 02 21:05:34 2018,ordinalNet,1,2,sparsity 2 row center,ignore,none,asis,ALTA,15th10hp10cv,1,5,403,624,222,11
0.182,0.212,1.38,1.34,1.08,Wed May 02 21:06:14 2018,parRF,1,2,sparsity 2 row center,ignore,none,asis,ALTA,15th10hp10cv,1,5,403,544,222,1.699,1.883,random,38,cv,10,10,NA,5,9
