Fail,Fail,Fail,Fail,Fail,Thu Aug 10 03:13:22 2017,superpc,8,1,polynomial C1 t C2,ignore,none,range01,3,,,,,,,,,,,,,,,
Fail,Fail,Fail,Fail,Fail,Thu Aug 10 03:13:23 2017,svmBoundrangeString,8,1,polynomial C1 t C2,ignore,none,range01,0,,,,,,,,,,,,,,,
Fail,Fail,Fail,Fail,Fail,Thu Aug 10 03:13:23 2017,svmExpoString,8,1,polynomial C1 t C2,ignore,none,range01,0,,,,,,,,,,,,,,,
NA,NA,0.068,NA,NA,Thu Aug 10 03:13:31 2017,svmLinear,8,1,polynomial C1 t C2,ignore,none,range01,0.9818979699,random,1386,7,cv,5,6,1,5,0.0678963431,,,,,,
-0.038,-0.065,0.068,1.045,0.685,Thu Aug 10 03:13:35 2017,svmLinear2,8,1,polynomial C1 t C2,ignore,none,range01,0.9818979699,random,1387,3,cv,5,6,1,5,0.0683685215,,,,,,
-2.027,-1.195,NA,2.155,1.996,Thu Aug 10 03:13:42 2017,svmLinear3,8,1,polynomial C1 t C2,ignore,none,range01,0.9818979699,random,1388,6,cv,5,6,1,5,0.0382506941,L1,,,,,
NA,NA,43.081,NA,NA,Thu Aug 10 03:13:45 2017,svmPoly,8,1,polynomial C1 t C2,ignore,none,range01,0.9818979699,random,1389,3,cv,5,6,1,5,2,0.3856411477,43.0807539882,,,,
NA,NA,210.864,NA,NA,Thu Aug 10 03:13:48 2017,svmRadial,8,1,polynomial C1 t C2,ignore,none,range01,0.9818979699,random,1390,3,cv,5,6,1,5,0.381442624,210.8638555323,,,,,
NA,NA,88.262,NA,NA,Thu Aug 10 03:13:51 2017,svmRadialCost,8,1,polynomial C1 t C2,ignore,none,range01,0.9818979699,random,1391,3,cv,5,6,1,5,88.2623337717,,,,,,
NA,NA,172.763,NA,NA,Thu Aug 10 03:13:54 2017,svmRadialSigma,8,1,polynomial C1 t C2,ignore,none,range01,0.9818979699,random,1392,3,cv,5,6,1,5,0.5166100952,172.7632634907,,,,,
Fail,Fail,Fail,Fail,Fail,Thu Aug 10 03:13:54 2017,svmSpectrumString,8,1,polynomial C1 t C2,ignore,none,range01,0,,,,,,,,,,,,,,,
0.187,0.069,-1,0.914,0.536,Thu Aug 10 03:14:00 2017,treebag,8,1,polynomial C1 t C2,ignore,none,range01,0.9818979699,random,1394,5,cv,5,6,1,5,none,,,,,,
-0.077,-0.089,8,1.069,0.71,Thu Aug 10 03:14:16 2017,widekernelpls,8,1,polynomial C1 t C2,ignore,none,range01,0.9818979699,random,1395,16,cv,5,6,1,5,8,,,,,,
Fail,Fail,Fail,Fail,Fail,Thu Aug 10 03:14:49 2017,WM,8,1,polynomial C1 t C2,ignore,none,range01,33,,,,,,,,,,,,,,,
0.443,0.372,2.769,0.616,0.367,Thu Aug 10 03:15:00 2017,xgbLinear,8,1,polynomial C1 t C2,ignore,none,range01,0.9818979699,random,1397,10,cv,5,6,1,5,26,0.0216835237,4.64680575858095e-05,2.7689851471,,,
0.001,0,398,0.982,0.659,Thu Aug 10 03:16:26 2017,xgbTree,8,1,polynomial C1 t C2,ignore,none,range01,0.9818979699,random,1398,86,cv,5,6,1,5,398,2,0.4098125663,0.830620348,0.4508393067,6,0.3517054442
Fail,Fail,Fail,Fail,Fail,Thu Aug 10 03:16:31 2017,xyf,8,1,polynomial C1 t C2,ignore,none,range01,5,,,,,,,,,,,,,,,
0.141,-0.059,NA,5.219,1.776,Thu Aug 10 03:45:05 2017,avNNet,8,1,polynomial C1 ^ C2,ignore,none,range01,4.9295952468,random,1507,17,cv,5,6,1,5,16,1.73516796360664e-05,TRUE,,,,
Fail,Fail,Fail,Fail,Fail,Thu Aug 10 03:45:08 2017,bag,8,1,polynomial C1 ^ C2,ignore,none,range01,3,,,,,,,,,,,,,,,
-22.895,-23.609,2,NA,NA,Thu Aug 10 03:46:08 2017,bagEarth,8,1,polynomial C1 ^ C2,ignore,none,range01,4.9295952468,random,1509,60,cv,5,6,1,5,2,2,,,,,
-76.926,-63.95,-1,NA,NA,Thu Aug 10 03:46:21 2017,bagEarthGCV,8,1,polynomial C1 ^ C2,ignore,none,range01,4.9295952468,random,1510,13,cv,5,6,1,5,1,,,,,,
Fail,Fail,Fail,Fail,Fail,Thu Aug 10 03:46:26 2017,bam,8,1,polynomial C1 ^ C2,ignore,none,range01,4,,,,,,,,,,,,,,,
Fail,Fail,Fail,Fail,Fail,Thu Aug 10 03:46:27 2017,bartMachine,8,1,polynomial C1 ^ C2,ignore,none,range01,1,,,,,,,,,,,,,,,
-63.059,-31.873,-1,NA,NA,Thu Aug 10 03:46:29 2017,bayesglm,8,1,polynomial C1 ^ C2,ignore,none,range01,4.9295952468,random,1513,2,cv,5,6,1,5,none,,,,,,
Fail,Fail,Fail,Fail,Fail,Thu Aug 10 03:46:48 2017,blasso,8,1,polynomial C1 ^ C2,ignore,none,range01,19,,,,,,,,,,,,,,,
Fail,Fail,Fail,Fail,Fail,Thu Aug 10 03:47:07 2017,blassoAveraged,8,1,polynomial C1 ^ C2,ignore,none,range01,19,,,,,,,,,,,,,,,
Fail,Fail,Fail,Fail,Fail,Thu Aug 10 03:47:26 2017,bridge,8,1,polynomial C1 ^ C2,ignore,none,range01,18,,,,,,,,,,,,,,,
-28.396,-13.704,197,NA,NA,Thu Aug 10 03:48:03 2017,BstLm,8,1,polynomial C1 ^ C2,ignore,none,range01,4.9295952468,random,1517,37,cv,5,6,1,5,197,0.1547911581,,,,,
-8.183,-3.212,3,20.764,18.988,Thu Aug 10 03:48:13 2017,cforest,8,1,polynomial C1 ^ C2,ignore,none,range01,4.9295952468,random,1518,10,cv,5,6,1,5,3,,,,,,
-8.789,-22.376,0.504,115.232,20.241,Thu Aug 10 03:48:17 2017,ctree,8,1,polynomial C1 ^ C2,ignore,none,range01,4.9295952468,random,1519,3,cv,5,6,1,5,0.5036344191,,,,,,
-20.573,-8.104,0.777,44.877,44.606,Thu Aug 10 03:48:21 2017,ctree2,8,1,polynomial C1 ^ C2,ignore,none,range01,4.9295952468,random,1520,3,cv,5,6,1,5,1,0.7768304392,,,,,
0.32,0.075,3,4.561,1.406,Thu Aug 10 03:48:33 2017,cubist,8,1,polynomial C1 ^ C2,ignore,none,range01,4.9295952468,random,1521,12,cv,5,6,1,5,84,3,,,,,
Fail,Fail,Fail,Fail,Fail,Thu Aug 10 03:48:37 2017,DENFIS,8,1,polynomial C1 ^ C2,ignore,none,range01,4,,,,,,,,,,,,,,,
-6.048,-1.966,0.033,14.621,14.573,Thu Aug 10 03:48:41 2017,dnn,8,1,polynomial C1 ^ C2,ignore,none,range01,4.9295952468,random,1523,4,cv,5,6,1,5,4,5,2,0.0094007751,0.032956827,,
-13.249,-20.081,3,103.918,29.463,Thu Aug 10 03:48:45 2017,earth,8,1,polynomial C1 ^ C2,ignore,none,range01,4.9295952468,random,1524,4,cv,5,6,1,5,3,1,,,,,
-21.19,-9.247,NA,NA,NA,Thu Aug 10 03:48:48 2017,elm,8,1,polynomial C1 ^ C2,ignore,none,range01,4.9295952468,random,1525,2,cv,5,6,1,5,2,radbas,,,,,
Fail,Fail,Fail,Fail,Fail,Thu Aug 10 03:48:51 2017,enet,8,1,polynomial C1 ^ C2,ignore,none,range01,3,,,,,,,,,,,,,,,
-49.446,-53.465,3.438,268.492,104.307,Thu Aug 10 03:49:48 2017,evtree,8,1,polynomial C1 ^ C2,ignore,none,range01,4.9295952468,random,1527,56,cv,5,6,1,5,3.4382406846,,,,,,
Fail,Fail,Fail,Fail,Fail,Thu Aug 10 03:49:49 2017,extraTrees,8,1,polynomial C1 ^ C2,ignore,none,range01,1,,,,,,,,,,,,,,,
-19.549,-10.191,1,NA,NA,Thu Aug 10 03:49:51 2017,foba,8,1,polynomial C1 ^ C2,ignore,none,range01,4.9295952468,random,1529,2,cv,5,6,1,5,1,0.5715366278,,,,,
Fail,Fail,Fail,Fail,Fail,Thu Aug 10 03:49:55 2017,gam,8,1,polynomial C1 ^ C2,ignore,none,range01,4,,,,,,,,,,,,,,,
Fail,Fail,Fail,Fail,Fail,Thu Aug 10 03:50:00 2017,gamboost,8,1,polynomial C1 ^ C2,ignore,none,range01,4,,,,,,,,,,,,,,,
-65.531,-33.252,0.427,NA,NA,Thu Aug 10 03:50:07 2017,gamSpline,8,1,polynomial C1 ^ C2,ignore,none,range01,4.9295952468,random,1532,6,cv,5,6,1,5,0.4273464286,,,,,,
Fail,Fail,Fail,Fail,Fail,Thu Aug 10 03:50:11 2017,gaussprLinear,8,1,polynomial C1 ^ C2,ignore,none,range01,3,,,,,,,,,,,,,,,
Fail,Fail,Fail,Fail,Fail,Thu Aug 10 03:50:16 2017,gaussprPoly,8,1,polynomial C1 ^ C2,ignore,none,range01,5,,,,,,,,,,,,,,,
Fail,Fail,Fail,Fail,Fail,Thu Aug 10 03:50:22 2017,gaussprRadial,8,1,polynomial C1 ^ C2,ignore,none,range01,6,,,,,,,,,,,,,,,
-76.999,-48.344,3329,NA,NA,Thu Aug 10 03:50:40 2017,gbm,8,1,polynomial C1 ^ C2,ignore,none,range01,4.9295952468,random,1536,18,cv,5,6,1,5,3329,5,0.3809525048,6,,,
Fail,Fail,Fail,Fail,Fail,Thu Aug 10 03:51:03 2017,gbm_h2o,8,1,polynomial C1 ^ C2,ignore,none,range01,23,,,,,,,,,,,,,,,
-134.606,-100.903,-1,NA,NA,Thu Aug 10 03:51:06 2017,gcvEarth,8,1,polynomial C1 ^ C2,ignore,none,range01,4.9295952468,random,1538,2,cv,5,6,1,5,1,,,,,,
-65.53,-33.251,-1,NA,NA,Thu Aug 10 03:51:08 2017,glm,8,1,polynomial C1 ^ C2,ignore,none,range01,4.9295952468,random,1539,2,cv,5,6,1,5,none,,,,,,
Fail,Fail,Fail,Fail,Fail,Thu Aug 10 03:51:14 2017,glm.nb,8,1,polynomial C1 ^ C2,ignore,none,range01,6,,,,,,,,,,,,,,,
-30.369,-14.425,NA,NA,NA,Thu Aug 10 03:51:23 2017,glmboost,8,1,polynomial C1 ^ C2,ignore,none,range01,4.9295952468,random,1541,8,cv,5,6,1,5,169,yes,,,,,
-20.573,-8.104,0.699,44.877,44.606,Thu Aug 10 03:51:26 2017,glmnet,8,1,polynomial C1 ^ C2,ignore,none,range01,4.9295952468,random,1542,3,cv,5,6,1,5,0.6253552309,0.6988450365,,,,,
Fail,Fail,Fail,Fail,Fail,Thu Aug 10 03:51:53 2017,glmnet_h2o,8,1,polynomial C1 ^ C2,ignore,none,range01,27,,,,,,,,,,,,,,,
-47.096,-23.738,-1,NA,NA,Thu Aug 10 03:51:57 2017,glmStepAIC,8,1,polynomial C1 ^ C2,ignore,none,range01,4.9295952468,random,1544,4,cv,5,6,1,5,none,,,,,,
-31.382,-15.226,2,NA,NA,Thu Aug 10 03:52:03 2017,icr,8,1,polynomial C1 ^ C2,ignore,none,range01,4.9295952468,random,1545,6,cv,5,6,1,5,2,,,,,,
-45.916,-23.77,1,NA,NA,Thu Aug 10 03:52:06 2017,kernelpls,8,1,polynomial C1 ^ C2,ignore,none,range01,4.9295952468,random,1546,2,cv,5,6,1,5,1,,,,,,
0.28,0.061,NA,4.63,1.49,Thu Aug 10 03:52:11 2017,kknn,8,1,polynomial C1 ^ C2,ignore,none,range01,4.9295952468,random,1547,5,cv,5,6,1,5,30,2.1420426511,biweight,,,,
-9.161,-10.693,29,57.639,21.011,Thu Aug 10 03:52:13 2017,knn,8,1,polynomial C1 ^ C2,ignore,none,range01,4.9295952468,random,1548,2,cv,5,6,1,5,29,,,,,,
Fail,Fail,Fail,Fail,Fail,Thu Aug 10 03:52:17 2017,krlsPoly,8,1,polynomial C1 ^ C2,ignore,none,range01,3,,,,,,,,,,,,,,,
Fail,Fail,Fail,Fail,Fail,Thu Aug 10 03:52:21 2017,krlsRadial,8,1,polynomial C1 ^ C2,ignore,none,range01,4,,,,,,,,,,,,,,,
-20.528,-8.08,0.001,44.762,44.514,Thu Aug 10 03:52:23 2017,lars,8,1,polynomial C1 ^ C2,ignore,none,range01,4.9295952468,random,1551,2,cv,5,6,1,5,0.0012607209,,,,,,
-20.573,-8.104,1,44.877,44.606,Thu Aug 10 03:52:25 2017,lars2,8,1,polynomial C1 ^ C2,ignore,none,range01,4.9295952468,random,1552,2,cv,5,6,1,5,1,,,,,,
Fail,Fail,Fail,Fail,Fail,Thu Aug 10 03:52:28 2017,lasso,8,1,polynomial C1 ^ C2,ignore,none,range01,3,,,,,,,,,,,,,,,
-63.636,-31.963,3,NA,NA,Thu Aug 10 03:52:30 2017,leapBackward,8,1,polynomial C1 ^ C2,ignore,none,range01,4.9295952468,random,1554,2,cv,5,6,1,5,3,,,,,,
-65.505,-33.237,7,NA,NA,Thu Aug 10 03:52:33 2017,leapForward,8,1,polynomial C1 ^ C2,ignore,none,range01,4.9295952468,random,1555,2,cv,5,6,1,5,7,,,,,,
-47.096,-23.738,2,NA,NA,Thu Aug 10 03:52:35 2017,leapSeq,8,1,polynomial C1 ^ C2,ignore,none,range01,4.9295952468,random,1556,2,cv,5,6,1,5,2,,,,,,
-65.53,-33.251,-1,NA,NA,Thu Aug 10 03:52:37 2017,lm,8,1,polynomial C1 ^ C2,ignore,none,range01,4.9295952468,random,1557,2,cv,5,6,1,5,TRUE,,,,,,
-47.096,-23.738,-1,NA,NA,Thu Aug 10 03:52:41 2017,lmStepAIC,8,1,polynomial C1 ^ C2,ignore,none,range01,4.9295952468,random,1558,3,cv,5,6,1,5,none,,,,,,
Fail,Fail,Fail,Fail,Fail,Thu Aug 10 03:52:44 2017,logicBag,8,1,polynomial C1 ^ C2,ignore,none,range01,3,,,,,,,,,,,,,,,
Fail,Fail,Fail,Fail,Fail,Thu Aug 10 03:52:48 2017,logreg,8,1,polynomial C1 ^ C2,ignore,none,range01,3,,,,,,,,,,,,,,,
Fail,Fail,Fail,Fail,Fail,Thu Aug 10 03:52:49 2017,M5,8,1,polynomial C1 ^ C2,ignore,none,range01,1,,,,,,,,,,,,,,,
Fail,Fail,Fail,Fail,Fail,Thu Aug 10 03:52:49 2017,M5Rules,8,1,polynomial C1 ^ C2,ignore,none,range01,1,,,,,,,,,,,,,,,
Fail,Fail,Fail,Fail,Fail,Thu Aug 10 03:52:56 2017,msaenet,8,1,polynomial C1 ^ C2,ignore,none,range01,6,,,,,,,,,,,,,,,
-0.302,-0.011,0,4.986,2.692,Thu Aug 10 03:53:00 2017,nnet,8,1,polynomial C1 ^ C2,ignore,none,range01,4.9295952468,random,1564,4,cv,5,6,1,5,6,0.0002608925,,,,,
Fail,Fail,Fail,Fail,Fail,Thu Aug 10 03:53:03 2017,nnls,8,1,polynomial C1 ^ C2,ignore,none,range01,3,,,,,,,,,,,,,,,
Fail,Fail,Fail,Fail,Fail,Thu Aug 10 03:53:04 2017,ordinalNet,8,1,polynomial C1 ^ C2,ignore,none,range01,0,,,,,,,,,,,,,,,
-27.741,-26.654,1,136.325,59.429,Thu Aug 10 03:53:12 2017,parRF,8,1,polynomial C1 ^ C2,ignore,none,range01,4.9295952468,random,1567,8,cv,5,6,1,5,1,,,,,,
-0.158,0.004,0,4.91,2.395,Thu Aug 10 03:53:18 2017,pcaNNet,8,1,polynomial C1 ^ C2,ignore,none,range01,4.9295952468,random,1568,5,cv,5,6,1,5,15,4.1712994344345e-05,,,,,
-20.054,-7.985,1,44.291,43.533,Thu Aug 10 03:53:20 2017,pcr,8,1,polynomial C1 ^ C2,ignore,none,range01,4.9295952468,random,1569,2,cv,5,6,1,5,1,,,,,,
Fail,Fail,Fail,Fail,PackageFail,Thu Aug 10 03:53:27 2017,pls,8,1,polynomial C1 ^ C2,ignore,none,range01,9,,,,,,,,,,,,,,,
Fail,Fail,Fail,Fail,Fail,Thu Aug 10 03:53:31 2017,plsRglm,8,1,polynomial C1 ^ C2,ignore,none,range01,4,,,,,,,,,,,,,,,
-50.287,-69.122,4,NA,NA,Thu Aug 10 03:53:34 2017,ppr,8,1,polynomial C1 ^ C2,ignore,none,range01,4.9295952468,random,1572,3,cv,5,6,1,5,4,,,,,,
Fail,Fail,Fail,Fail,PackageFail,Thu Aug 10 03:53:41 2017,pythonKnnReg,8,1,polynomial C1 ^ C2,ignore,none,range01,10,,,,,,,,,,,,,,,
0.242,-0.047,9,5.161,1.567,Thu Aug 10 03:53:55 2017,qrf,8,1,polynomial C1 ^ C2,ignore,none,range01,4.9295952468,random,1574,14,cv,5,6,1,5,9,,,,,,
Fail,Fail,Fail,Fail,Fail,Thu Aug 10 03:54:00 2017,qrnn,8,1,polynomial C1 ^ C2,ignore,none,range01,5,,,,,,,,,,,,,,,
Fail,Fail,Fail,Fail,Fail,Thu Aug 10 03:54:16 2017,randomGLM,8,1,polynomial C1 ^ C2,ignore,none,range01,0,,,,,,,,,,,,,,,
-26.505,-24.911,1,127.73,56.871,Thu Aug 10 03:54:23 2017,ranger,8,1,polynomial C1 ^ C2,ignore,none,range01,4.9295952468,random,1577,6,cv,5,6,1,5,1,,,,,,
-39.774,-62.255,4,311.823,84.308,Thu Aug 10 03:55:48 2017,Rborist,8,1,polynomial C1 ^ C2,ignore,none,range01,4.9295952468,random,1578,85,cv,5,6,1,5,4,,,,,,
-0.001,-0.085,0.884,5.346,2.069,Thu Aug 10 03:55:51 2017,relaxo,8,1,polynomial C1 ^ C2,ignore,none,range01,4.9295952468,random,1579,3,cv,5,6,1,5,0.8840893521,0.3429483629,,,,,
-28.265,-25.583,1,131.043,60.512,Thu Aug 10 03:56:02 2017,rf,8,1,polynomial C1 ^ C2,ignore,none,range01,4.9295952468,random,1580,10,cv,5,6,1,5,1,,,,,,
Fail,Fail,Fail,Fail,Fail,Thu Aug 10 03:56:06 2017,ridge,8,1,polynomial C1 ^ C2,ignore,none,range01,3,,,,,,,,,,,,,,,
Fail,Fail,Fail,Fail,Fail,Thu Aug 10 03:56:09 2017,rlm,8,1,polynomial C1 ^ C2,ignore,none,range01,4,,,,,,,,,,,,,,,
-20.573,-8.104,0.136,44.877,44.606,Thu Aug 10 03:56:12 2017,rpart,8,1,polynomial C1 ^ C2,ignore,none,range01,4.9295952468,random,1583,2,cv,5,6,1,5,0.1357897776,,,,,,
-49.446,-53.465,-1,268.492,104.307,Thu Aug 10 03:56:14 2017,rpart1SE,8,1,polynomial C1 ^ C2,ignore,none,range01,4.9295952468,random,1584,2,cv,5,6,1,5,none,,,,,,
-49.446,-53.465,4,268.492,104.307,Thu Aug 10 03:56:17 2017,rpart2,8,1,polynomial C1 ^ C2,ignore,none,range01,4.9295952468,random,1585,2,cv,5,6,1,5,4,,,,,,
Fail,Fail,Fail,Fail,Fail,Thu Aug 10 03:56:17 2017,rqlasso,8,1,polynomial C1 ^ C2,ignore,none,range01,1,,,,,,,,,,,,,,,
Fail,Fail,Fail,Fail,Fail,Thu Aug 10 03:56:18 2017,rqnc,8,1,polynomial C1 ^ C2,ignore,none,range01,1,,,,,,,,,,,,,,,
-11.722,-8.864,0.946,48.628,26.306,Thu Aug 10 03:56:36 2017,RRF,8,1,polynomial C1 ^ C2,ignore,none,range01,4.9295952468,random,1588,18,cv,5,6,1,5,3,0.0143478869,0.9462061755,,,,
-29.055,-26.692,0.987,136.51,62.145,Thu Aug 10 03:56:49 2017,RRFglobal,8,1,polynomial C1 ^ C2,ignore,none,range01,4.9295952468,random,1589,13,cv,5,6,1,5,1,0.9869551493,,,,,
Fail,Fail,Fail,Fail,Fail,Thu Aug 10 03:56:54 2017,rvmLinear,8,1,polynomial C1 ^ C2,ignore,none,range01,5,,,,,,,,,,,,,,,
Fail,Fail,Fail,Fail,Fail,Thu Aug 10 03:57:04 2017,rvmPoly,8,1,polynomial C1 ^ C2,ignore,none,range01,10,,,,,,,,,,,,,,,
Fail,Fail,Fail,Fail,Fail,Thu Aug 10 03:57:15 2017,rvmRadial,8,1,polynomial C1 ^ C2,ignore,none,range01,10,,,,,,,,,,,,,,,
Fail,Fail,Fail,Fail,Fail,Thu Aug 10 03:57:19 2017,SBC,8,1,polynomial C1 ^ C2,ignore,none,range01,4,,,,,,,,,,,,,,,
-45.916,-23.77,1,NA,NA,Thu Aug 10 03:57:21 2017,simpls,8,1,polynomial C1 ^ C2,ignore,none,range01,4.9295952468,random,1594,2,cv,5,6,1,5,1,,,,,,
Fail,Fail,Fail,Fail,Fail,Thu Aug 10 03:58:27 2017,spikeslab,8,1,polynomial C1 ^ C2,ignore,none,range01,66,,,,,,,,,,,,,,,
Fail,Fail,Fail,Fail,Fail,Thu Aug 10 03:58:31 2017,spls,8,1,polynomial C1 ^ C2,ignore,none,range01,4,,,,,,,,,,,,,,,
Fail,Fail,Fail,Fail,Fail,Thu Aug 10 03:58:34 2017,superpc,8,1,polynomial C1 ^ C2,ignore,none,range01,3,,,,,,,,,,,,,,,
Fail,Fail,Fail,Fail,Fail,Thu Aug 10 03:58:35 2017,svmBoundrangeString,8,1,polynomial C1 ^ C2,ignore,none,range01,0,,,,,,,,,,,,,,,
Fail,Fail,Fail,Fail,Fail,Thu Aug 10 03:58:35 2017,svmExpoString,8,1,polynomial C1 ^ C2,ignore,none,range01,0,,,,,,,,,,,,,,,
NA,NA,2.646,NA,NA,Thu Aug 10 03:58:38 2017,svmLinear,8,1,polynomial C1 ^ C2,ignore,none,range01,4.9295952468,random,1600,3,cv,5,6,1,5,2.6464110543,,,,,,
-130.089,-66.349,55.556,NA,NA,Thu Aug 10 03:58:41 2017,svmLinear2,8,1,polynomial C1 ^ C2,ignore,none,range01,4.9295952468,random,1601,3,cv,5,6,1,5,55.5564288068,,,,,,
-12.345,-4.728,NA,28.239,27.594,Thu Aug 10 03:58:45 2017,svmLinear3,8,1,polynomial C1 ^ C2,ignore,none,range01,4.9295952468,random,1602,3,cv,5,6,1,5,0.0017132588,L1,,,,,
NA,NA,916.796,NA,NA,Thu Aug 10 03:58:48 2017,svmPoly,8,1,polynomial C1 ^ C2,ignore,none,range01,4.9295952468,random,1603,2,cv,5,6,1,5,2,0.0061630499,916.7959367759,,,,
NA,NA,0.863,NA,NA,Thu Aug 10 03:58:51 2017,svmRadial,8,1,polynomial C1 ^ C2,ignore,none,range01,4.9295952468,random,1604,3,cv,5,6,1,5,3.289773135,0.8630833779,,,,,
NA,NA,0.878,NA,NA,Thu Aug 10 03:58:54 2017,svmRadialCost,8,1,polynomial C1 ^ C2,ignore,none,range01,4.9295952468,random,1605,3,cv,5,6,1,5,0.8775787511,,,,,,
NA,NA,343.599,NA,NA,Thu Aug 10 03:58:56 2017,svmRadialSigma,8,1,polynomial C1 ^ C2,ignore,none,range01,4.9295952468,random,1606,2,cv,5,6,1,5,3.5961204551,343.5987385158,,,,,
Fail,Fail,Fail,Fail,Fail,Thu Aug 10 03:58:57 2017,svmSpectrumString,8,1,polynomial C1 ^ C2,ignore,none,range01,0,,,,,,,,,,,,,,,
-26.928,-19.588,-1,101.489,57.746,Thu Aug 10 03:59:02 2017,treebag,8,1,polynomial C1 ^ C2,ignore,none,range01,4.9295952468,random,1608,5,cv,5,6,1,5,none,,,,,,
-45.916,-23.77,1,NA,NA,Thu Aug 10 03:59:06 2017,widekernelpls,8,1,polynomial C1 ^ C2,ignore,none,range01,4.9295952468,random,1609,3,cv,5,6,1,5,1,,,,,,
Fail,Fail,Fail,Fail,Fail,Thu Aug 10 03:59:24 2017,WM,8,1,polynomial C1 ^ C2,ignore,none,range01,18,,,,,,,,,,,,,,,
-44.791,-84.179,0.775,419.897,94.682,Thu Aug 10 03:59:31 2017,xgbLinear,8,1,polynomial C1 ^ C2,ignore,none,range01,4.9295952468,random,1611,7,cv,5,6,1,5,50,0.0013597399,0.5135572284,0.7752107314,,,
-13.623,-5.214,531,30.634,30.235,Thu Aug 10 03:59:56 2017,xgbTree,8,1,polynomial C1 ^ C2,ignore,none,range01,4.9295952468,random,1612,25,cv,5,6,1,5,531,7,0.3180873931,0.1452143956,0.3934076672,20,0.6040964688
Fail,Fail,Fail,Fail,Fail,Thu Aug 10 04:00:00 2017,xyf,8,1,polynomial C1 ^ C2,ignore,none,range01,4,,,,,,,,,,,,,,,
0.009,-0.003,NA,0.718,0.441,Thu Aug 10 04:18:54 2017,avNNet,8,1,polynomial C1 t C2 t U3,ignore,none,range01,0.7163737192,random,1721,36,cv,5,6,1,5,18,1.7188320564,FALSE,,,,
Fail,Fail,Fail,Fail,Fail,Thu Aug 10 04:18:57 2017,bag,8,1,polynomial C1 t C2 t U3,ignore,none,range01,3,,,,,,,,,,,,,,,
0.05,0.074,3,0.664,0.422,Thu Aug 10 04:20:22 2017,bagEarth,8,1,polynomial C1 t C2 t U3,ignore,none,range01,0.7163737192,random,1723,84,cv,5,6,1,5,3,2,,,,,
0.026,0.077,-1,0.661,0.433,Thu Aug 10 04:20:38 2017,bagEarthGCV,8,1,polynomial C1 t C2 t U3,ignore,none,range01,0.7163737192,random,1724,16,cv,5,6,1,5,1,,,,,,
Fail,Fail,Fail,Fail,Fail,Thu Aug 10 04:20:43 2017,bam,8,1,polynomial C1 t C2 t U3,ignore,none,range01,5,,,,,,,,,,,,,,,
Fail,Fail,Fail,Fail,Fail,Thu Aug 10 04:20:44 2017,bartMachine,8,1,polynomial C1 t C2 t U3,ignore,none,range01,1,,,,,,,,,,,,,,,
-0.08,-0.003,-1,0.719,0.48,Thu Aug 10 04:20:47 2017,bayesglm,8,1,polynomial C1 t C2 t U3,ignore,none,range01,0.7163737192,random,1727,2,cv,5,6,1,5,none,,,,,,
Fail,Fail,Fail,Fail,Fail,Thu Aug 10 04:21:16 2017,blasso,8,1,polynomial C1 t C2 t U3,ignore,none,range01,29,,,,,,,,,,,,,,,
Fail,Fail,Fail,Fail,Fail,Thu Aug 10 04:21:45 2017,blassoAveraged,8,1,polynomial C1 t C2 t U3,ignore,none,range01,29,,,,,,,,,,,,,,,
Fail,Fail,Fail,Fail,Fail,Thu Aug 10 04:22:13 2017,bridge,8,1,polynomial C1 t C2 t U3,ignore,none,range01,28,,,,,,,,,,,,,,,
-0.007,0.01,411,0.709,0.448,Thu Aug 10 04:23:35 2017,BstLm,8,1,polynomial C1 t C2 t U3,ignore,none,range01,0.7163737192,random,1731,81,cv,5,6,1,5,411,0.067407558,,,,,
0.01,0.003,4,0.714,0.44,Thu Aug 10 04:23:53 2017,cforest,8,1,polynomial C1 t C2 t U3,ignore,none,range01,0.7163737192,random,1732,18,cv,5,6,1,5,4,,,,,,
-0.178,-0.098,0.584,0.787,0.524,Thu Aug 10 04:23:57 2017,ctree,8,1,polynomial C1 t C2 t U3,ignore,none,range01,0.7163737192,random,1733,4,cv,5,6,1,5,0.5843280549,,,,,,
0.008,-0.003,0.823,0.719,0.441,Thu Aug 10 04:24:01 2017,ctree2,8,1,polynomial C1 t C2 t U3,ignore,none,range01,0.7163737192,random,1734,3,cv,5,6,1,5,15,0.8233676122,,,,,
-0.171,-0.046,8,0.75,0.521,Thu Aug 10 04:24:38 2017,cubist,8,1,polynomial C1 t C2 t U3,ignore,none,range01,0.7163737192,random,1735,37,cv,5,6,1,5,28,8,,,,,
Fail,Fail,Fail,Fail,Fail,Thu Aug 10 04:24:42 2017,DENFIS,8,1,polynomial C1 t C2 t U3,ignore,none,range01,4,,,,,,,,,,,,,,,
-0.011,-0.001,0.08,0.717,0.449,Thu Aug 10 04:24:48 2017,dnn,8,1,polynomial C1 t C2 t U3,ignore,none,range01,0.7163737192,random,1737,5,cv,5,6,1,5,9,13,18,0.0382446221,0.0795354121,,
-0.055,-0.028,3,0.736,0.469,Thu Aug 10 04:24:52 2017,earth,8,1,polynomial C1 t C2 t U3,ignore,none,range01,0.7163737192,random,1738,4,cv,5,6,1,5,3,2,,,,,
