0.335,0.212,0.659,0.889,0.593,Wed Aug 02 16:37:25 2017,avNNet,8,1,basic latent features,ignore,none,asis,1.127849791,random,333,53,adaptive_cv,16,5,2,2,19,0.0107744823,FALSE,,,,
0.442,-0.013,NA,NA,NA,Thu Aug 10 02:45:33 2017,svmLinear3,8,1,polynomial C1 ^ -2,ignore,none,asis,1952.7318081946,random,1281,2,cv,5,6,1,5,0.0011361187,L2,,,,,
NA,NA,0.385,NA,NA,Thu Aug 10 02:45:55 2017,svmPoly,8,1,polynomial C1 ^ -2,ignore,none,asis,1952.7318081946,random,1282,22,cv,5,6,1,5,1,3.60846518047248e-05,0.385275488,,,,
NA,NA,243.152,NA,NA,Thu Aug 10 02:46:00 2017,svmRadial,8,1,polynomial C1 ^ -2,ignore,none,asis,1952.7318081946,random,1283,4,cv,5,6,1,5,0.0362327317,243.1522528855,,,,,
NA,NA,603.95,NA,NA,Thu Aug 10 02:46:04 2017,svmRadialCost,8,1,polynomial C1 ^ -2,ignore,none,asis,1952.7318081946,random,1284,4,cv,5,6,1,5,603.9501164444,,,,,,
NA,NA,11.273,NA,NA,Thu Aug 10 02:46:08 2017,svmRadialSigma,8,1,polynomial C1 ^ -2,ignore,none,asis,1952.7318081946,random,1285,4,cv,5,6,1,5,0.213218672,11.2731454767,,,,,
Fail,Fail,Fail,Fail,Fail,Thu Aug 10 02:46:08 2017,svmSpectrumString,8,1,polynomial C1 ^ -2,ignore,none,asis,0,,,,,,,,,,,,,,,
-0.301,-0.176,-1,2295.915,745.997,Thu Aug 10 02:46:14 2017,treebag,8,1,polynomial C1 ^ -2,ignore,none,asis,1952.7318081946,random,1287,5,cv,5,6,1,5,none,,,,,,
-1.023,-0.163,1,NA,NA,Thu Aug 10 02:46:27 2017,widekernelpls,8,1,polynomial C1 ^ -2,ignore,none,asis,1952.7318081946,random,1288,13,cv,5,6,1,5,1,,,,,,
Fail,Fail,Fail,Fail,Fail,Thu Aug 10 02:47:15 2017,WM,8,1,polynomial C1 ^ -2,ignore,none,asis,48,,,,,,,,,,,,,,,
-1.414,-2.048,1.823,5952.863,1383.746,Thu Aug 10 02:47:29 2017,xgbLinear,8,1,polynomial C1 ^ -2,ignore,none,asis,1952.7318081946,random,1290,14,cv,5,6,1,5,6,2.7658612280931e-05,0.0402786575,1.8233160521,,,
-0.412,0.029,41,NA,NA,Thu Aug 10 02:48:58 2017,xgbTree,8,1,polynomial C1 ^ -2,ignore,none,asis,1952.7318081946,random,1291,89,cv,5,6,1,5,41,9,0.066066133,3.2481386792,0.4571561876,12,0.7294228694
Fail,Fail,Fail,Fail,Fail,Thu Aug 10 02:49:03 2017,xyf,8,1,polynomial C1 ^ -2,ignore,none,asis,4,,,,,,,,,,,,,,,
0.21,0.131,NA,0.952,0.578,Thu Aug 10 03:17:18 2017,avNNet,8,1,polynomial C1 t C2,ignore,none,asis,1.0953997209,random,1400,46,cv,5,6,1,5,11,0.0334757816,FALSE,,,,
Fail,Fail,Fail,Fail,Fail,Thu Aug 10 03:17:21 2017,bag,8,1,polynomial C1 t C2,ignore,none,asis,3,,,,,,,,,,,,,,,
0.926,0.933,9,0.074,0.054,Thu Aug 10 03:18:23 2017,bagEarth,8,1,polynomial C1 t C2,ignore,none,asis,1.0953997209,random,1402,62,cv,5,6,1,5,9,2,,,,,
-0.087,-0.079,-1,1.182,0.795,Thu Aug 10 03:18:39 2017,bagEarthGCV,8,1,polynomial C1 t C2,ignore,none,asis,1.0953997209,random,1403,16,cv,5,6,1,5,1,,,,,,
Fail,Fail,Fail,Fail,Fail,Thu Aug 10 03:18:44 2017,bam,8,1,polynomial C1 t C2,ignore,none,asis,5,,,,,,,,,,,,,,,
Fail,Fail,Fail,Fail,Fail,Thu Aug 10 03:18:45 2017,bartMachine,8,1,polynomial C1 t C2,ignore,none,asis,1,,,,,,,,,,,,,,,
-0.089,-0.037,-1,1.136,0.796,Thu Aug 10 03:18:47 2017,bayesglm,8,1,polynomial C1 t C2,ignore,none,asis,1.0953997209,random,1406,2,cv,5,6,1,5,none,,,,,,
Fail,Fail,Fail,Fail,Fail,Thu Aug 10 03:19:17 2017,blasso,8,1,polynomial C1 t C2,ignore,none,asis,29,,,,,,,,,,,,,,,
Fail,Fail,Fail,Fail,Fail,Thu Aug 10 03:19:46 2017,blassoAveraged,8,1,polynomial C1 t C2,ignore,none,asis,29,,,,,,,,,,,,,,,
Fail,Fail,Fail,Fail,Fail,Thu Aug 10 03:20:14 2017,bridge,8,1,polynomial C1 t C2,ignore,none,asis,28,,,,,,,,,,,,,,,
-0.002,-0.001,2,1.097,0.733,Thu Aug 10 03:20:59 2017,BstLm,8,1,polynomial C1 t C2,ignore,none,asis,1.0953997209,random,1410,45,cv,5,6,1,5,2,0.0038813442,,,,,
0.046,0.041,8,1.051,0.698,Thu Aug 10 03:21:16 2017,cforest,8,1,polynomial C1 t C2,ignore,none,asis,1.0953997209,random,1411,17,cv,5,6,1,5,8,,,,,,
0.016,0.008,0.019,1.087,0.719,Thu Aug 10 03:21:20 2017,ctree,8,1,polynomial C1 t C2,ignore,none,asis,1.0953997209,random,1412,4,cv,5,6,1,5,0.0187503539,,,,,,
0.016,0.008,0.071,1.087,0.719,Thu Aug 10 03:21:24 2017,ctree2,8,1,polynomial C1 t C2,ignore,none,asis,1.0953997209,random,1413,3,cv,5,6,1,5,7,0.0712395154,,,,,
0.753,0.739,5,0.286,0.181,Thu Aug 10 03:22:20 2017,cubist,8,1,polynomial C1 t C2,ignore,none,asis,1.0953997209,random,1414,56,cv,5,6,1,5,24,5,,,,,
Fail,Fail,Fail,Fail,Fail,Thu Aug 10 03:22:24 2017,DENFIS,8,1,polynomial C1 t C2,ignore,none,asis,4,,,,,,,,,,,,,,,
-0.139,-0.038,0.078,1.137,0.833,Thu Aug 10 03:22:29 2017,dnn,8,1,polynomial C1 t C2,ignore,none,asis,1.0953997209,random,1416,5,cv,5,6,1,5,15,13,2,0.048342745,0.0776103491,,
0.999,0.999,12,0.001,0,Thu Aug 10 03:22:34 2017,earth,8,1,polynomial C1 t C2,ignore,none,asis,1.0953997209,random,1417,4,cv,5,6,1,5,12,2,,,,,
0.062,0.099,NA,0.987,0.686,Thu Aug 10 03:22:36 2017,elm,8,1,polynomial C1 t C2,ignore,none,asis,1.0953997209,random,1418,2,cv,5,6,1,5,9,radbas,,,,,
Fail,Fail,Fail,Fail,Fail,Thu Aug 10 03:22:40 2017,enet,8,1,polynomial C1 t C2,ignore,none,asis,3,,,,,,,,,,,,,,,
0.334,0.338,1.525,0.725,0.487,Thu Aug 10 03:25:17 2017,evtree,8,1,polynomial C1 t C2,ignore,none,asis,1.0953997209,random,1420,157,cv,5,6,1,5,1.5254574902,,,,,,
Fail,Fail,Fail,Fail,Fail,Thu Aug 10 03:25:18 2017,extraTrees,8,1,polynomial C1 t C2,ignore,none,asis,1,,,,,,,,,,,,,,,
-0.072,-0.031,1,1.13,0.784,Thu Aug 10 03:25:21 2017,foba,8,1,polynomial C1 t C2,ignore,none,asis,1.0953997209,random,1422,2,cv,5,6,1,5,1,0.0068904604,,,,,
Fail,Fail,Fail,Fail,Fail,Thu Aug 10 03:25:25 2017,gam,8,1,polynomial C1 t C2,ignore,none,asis,4,,,,,,,,,,,,,,,
Fail,Fail,Fail,Fail,Fail,Thu Aug 10 03:25:30 2017,gamboost,8,1,polynomial C1 t C2,ignore,none,asis,5,,,,,,,,,,,,,,,
-0.089,-0.037,0.322,1.136,0.796,Thu Aug 10 03:25:39 2017,gamSpline,8,1,polynomial C1 t C2,ignore,none,asis,1.0953997209,random,1425,9,cv,5,6,1,5,0.3223544976,,,,,,
Fail,Fail,Fail,Fail,Fail,Thu Aug 10 03:25:44 2017,gaussprLinear,8,1,polynomial C1 t C2,ignore,none,asis,4,,,,,,,,,,,,,,,
Fail,Fail,Fail,Fail,Fail,Thu Aug 10 03:25:52 2017,gaussprPoly,8,1,polynomial C1 t C2,ignore,none,asis,8,,,,,,,,,,,,,,,
Fail,Fail,Fail,Fail,Fail,Thu Aug 10 03:26:01 2017,gaussprRadial,8,1,polynomial C1 t C2,ignore,none,asis,9,,,,,,,,,,,,,,,
0.455,0.419,2744,0.637,0.398,Thu Aug 10 03:27:07 2017,gbm,8,1,polynomial C1 t C2,ignore,none,asis,1.0953997209,random,1429,66,cv,5,6,1,5,2744,5,0.0149363047,14,,,
Fail,Fail,Fail,Fail,Fail,Thu Aug 10 03:27:31 2017,gbm_h2o,8,1,polynomial C1 t C2,ignore,none,asis,23,,,,,,,,,,,,,,,
-0.101,-0.064,-1,1.166,0.805,Thu Aug 10 03:27:33 2017,gcvEarth,8,1,polynomial C1 t C2,ignore,none,asis,1.0953997209,random,1431,2,cv,5,6,1,5,1,,,,,,
-0.089,-0.037,-1,1.136,0.796,Thu Aug 10 03:27:35 2017,glm,8,1,polynomial C1 t C2,ignore,none,asis,1.0953997209,random,1432,2,cv,5,6,1,5,none,,,,,,
Fail,Fail,Fail,Fail,Fail,Thu Aug 10 03:27:39 2017,glm.nb,8,1,polynomial C1 t C2,ignore,none,asis,3,,,,,,,,,,,,,,,
-0.063,-0.023,NA,1.121,0.777,Thu Aug 10 03:27:46 2017,glmboost,8,1,polynomial C1 t C2,ignore,none,asis,1.0953997209,random,1434,7,cv,5,6,1,5,291,yes,,,,,
-0.045,-0.017,0.065,1.114,0.764,Thu Aug 10 03:27:49 2017,glmnet,8,1,polynomial C1 t C2,ignore,none,asis,1.0953997209,random,1435,3,cv,5,6,1,5,0.9926287662,0.0646120097,,,,,
Fail,Fail,Fail,Fail,Fail,Thu Aug 10 03:28:13 2017,glmnet_h2o,8,1,polynomial C1 t C2,ignore,none,asis,23,,,,,,,,,,,,,,,
-0.091,-0.033,-1,1.131,0.798,Thu Aug 10 03:28:17 2017,glmStepAIC,8,1,polynomial C1 t C2,ignore,none,asis,1.0953997209,random,1437,4,cv,5,6,1,5,none,,,,,,
-0.078,-0.036,5,1.135,0.789,Thu Aug 10 03:28:25 2017,icr,8,1,polynomial C1 t C2,ignore,none,asis,1.0953997209,random,1438,8,cv,5,6,1,5,5,,,,,,
-0.092,-0.039,1,1.139,0.799,Thu Aug 10 03:28:28 2017,kernelpls,8,1,polynomial C1 t C2,ignore,none,asis,1.0953997209,random,1439,2,cv,5,6,1,5,1,,,,,,
0.21,0.219,NA,0.855,0.578,Thu Aug 10 03:28:40 2017,kknn,8,1,polynomial C1 t C2,ignore,none,asis,1.0953997209,random,1440,11,cv,5,6,1,5,53,2.3053825011,biweight,,,,
0.178,0.204,6,0.872,0.601,Thu Aug 10 03:28:42 2017,knn,8,1,polynomial C1 t C2,ignore,none,asis,1.0953997209,random,1441,2,cv,5,6,1,5,6,,,,,,
Fail,Fail,Fail,Fail,Fail,Thu Aug 10 03:28:46 2017,krlsPoly,8,1,polynomial C1 t C2,ignore,none,asis,3,,,,,,,,,,,,,,,
Fail,Fail,Fail,Fail,Fail,Thu Aug 10 03:28:50 2017,krlsRadial,8,1,polynomial C1 t C2,ignore,none,asis,3,,,,,,,,,,,,,,,
-0.057,-0.021,0.413,1.118,0.773,Thu Aug 10 03:28:52 2017,lars,8,1,polynomial C1 t C2,ignore,none,asis,1.0953997209,random,1444,2,cv,5,6,1,5,0.4131042829,,,,,,
-0.046,-0.017,3,1.114,0.765,Thu Aug 10 03:28:54 2017,lars2,8,1,polynomial C1 t C2,ignore,none,asis,1.0953997209,random,1445,2,cv,5,6,1,5,3,,,,,,
Fail,Fail,Fail,Fail,Fail,Thu Aug 10 03:28:57 2017,lasso,8,1,polynomial C1 t C2,ignore,none,asis,3,,,,,,,,,,,,,,,
-0.093,-0.038,3,1.137,0.799,Thu Aug 10 03:29:00 2017,leapBackward,8,1,polynomial C1 t C2,ignore,none,asis,1.0953997209,random,1447,2,cv,5,6,1,5,3,,,,,,
-0.091,-0.033,2,1.131,0.798,Thu Aug 10 03:29:02 2017,leapForward,8,1,polynomial C1 t C2,ignore,none,asis,1.0953997209,random,1448,2,cv,5,6,1,5,2,,,,,,
-0.089,-0.037,8,1.136,0.796,Thu Aug 10 03:29:04 2017,leapSeq,8,1,polynomial C1 t C2,ignore,none,asis,1.0953997209,random,1449,2,cv,5,6,1,5,8,,,,,,
-0.089,-0.037,-1,1.136,0.796,Thu Aug 10 03:29:06 2017,lm,8,1,polynomial C1 t C2,ignore,none,asis,1.0953997209,random,1450,2,cv,5,6,1,5,TRUE,,,,,,
-0.091,-0.033,-1,1.131,0.798,Thu Aug 10 03:29:10 2017,lmStepAIC,8,1,polynomial C1 t C2,ignore,none,asis,1.0953997209,random,1451,4,cv,5,6,1,5,none,,,,,,
Fail,Fail,Fail,Fail,Fail,Thu Aug 10 03:29:14 2017,logicBag,8,1,polynomial C1 t C2,ignore,none,asis,3,,,,,,,,,,,,,,,
Fail,Fail,Fail,Fail,Fail,Thu Aug 10 03:29:17 2017,logreg,8,1,polynomial C1 t C2,ignore,none,asis,3,,,,,,,,,,,,,,,
Fail,Fail,Fail,Fail,Fail,Thu Aug 10 03:29:18 2017,M5,8,1,polynomial C1 t C2,ignore,none,asis,1,,,,,,,,,,,,,,,
Fail,Fail,Fail,Fail,Fail,Thu Aug 10 03:29:19 2017,M5Rules,8,1,polynomial C1 t C2,ignore,none,asis,0,,,,,,,,,,,,,,,
-0.091,-0.033,2.138,1.131,0.798,Thu Aug 10 03:29:28 2017,msaenet,8,1,polynomial C1 t C2,ignore,none,asis,1.0953997209,random,1456,9,cv,5,6,1,5,0.6907701754,7,2.13801476,,,,
0.168,0.077,0.018,1.011,0.608,Thu Aug 10 03:29:37 2017,nnet,8,1,polynomial C1 t C2,ignore,none,asis,1.0953997209,random,1457,9,cv,5,6,1,5,18,0.0184601854,,,,,
Fail,Fail,Fail,Fail,Fail,Thu Aug 10 03:29:40 2017,nnls,8,1,polynomial C1 t C2,ignore,none,asis,3,,,,,,,,,,,,,,,
Fail,Fail,Fail,Fail,Fail,Thu Aug 10 03:29:41 2017,ordinalNet,8,1,polynomial C1 t C2,ignore,none,asis,0,,,,,,,,,,,,,,,
0.315,0.226,9,0.848,0.501,Thu Aug 10 03:30:05 2017,parRF,8,1,polynomial C1 t C2,ignore,none,asis,1.0953997209,random,1460,23,cv,5,6,1,5,9,,,,,,
0.174,0.078,0.002,1.009,0.604,Thu Aug 10 03:30:13 2017,pcaNNet,8,1,polynomial C1 t C2,ignore,none,asis,1.0953997209,random,1461,8,cv,5,6,1,5,6,0.0016502251,,,,,
-0.071,-0.031,3,1.129,0.783,Thu Aug 10 03:30:15 2017,pcr,8,1,polynomial C1 t C2,ignore,none,asis,1.0953997209,random,1462,2,cv,5,6,1,5,3,,,,,,
Fail,Fail,Fail,Fail,PackageFail,Thu Aug 10 03:30:22 2017,pls,8,1,polynomial C1 t C2,ignore,none,asis,9,,,,,,,,,,,,,,,
Fail,Fail,Fail,Fail,Fail,Thu Aug 10 03:30:26 2017,plsRglm,8,1,polynomial C1 t C2,ignore,none,asis,4,,,,,,,,,,,,,,,
0.946,0.903,4,0.106,0.04,Thu Aug 10 03:30:30 2017,ppr,8,1,polynomial C1 t C2,ignore,none,asis,1.0953997209,random,1465,3,cv,5,6,1,5,4,,,,,,
Fail,Fail,Fail,Fail,PackageFail,Thu Aug 10 03:30:38 2017,pythonKnnReg,8,1,polynomial C1 t C2,ignore,none,asis,11,,,,,,,,,,,,,,,
-0.137,-0.096,9,1.2,0.831,Thu Aug 10 03:31:30 2017,qrf,8,1,polynomial C1 t C2,ignore,none,asis,1.0953997209,random,1467,52,cv,5,6,1,5,9,,,,,,
Fail,Fail,Fail,Fail,Fail,Thu Aug 10 03:31:37 2017,qrnn,8,1,polynomial C1 t C2,ignore,none,asis,5,,,,,,,,,,,,,,,
Fail,Fail,Fail,Fail,Fail,Thu Aug 10 03:31:37 2017,randomGLM,8,1,polynomial C1 t C2,ignore,none,asis,0,,,,,,,,,,,,,,,
0.306,0.223,9,0.851,0.508,Thu Aug 10 03:31:47 2017,ranger,8,1,polynomial C1 t C2,ignore,none,asis,1.0953997209,random,1470,10,cv,5,6,1,5,9,,,,,,
0.29,0.224,8,0.85,0.519,Thu Aug 10 03:33:49 2017,Rborist,8,1,polynomial C1 t C2,ignore,none,asis,1.0953997209,random,1471,121,cv,5,6,1,5,8,,,,,,
-0.052,-0.02,22.29,1.117,0.769,Thu Aug 10 03:33:52 2017,relaxo,8,1,polynomial C1 t C2,ignore,none,asis,1.0953997209,random,1472,3,cv,5,6,1,5,22.2903775455,0.4014250373,,,,,
0.294,0.206,9,0.87,0.516,Thu Aug 10 03:34:22 2017,rf,8,1,polynomial C1 t C2,ignore,none,asis,1.0953997209,random,1473,29,cv,5,6,1,5,9,,,,,,
Fail,Fail,Fail,Fail,Fail,Thu Aug 10 03:34:25 2017,ridge,8,1,polynomial C1 t C2,ignore,none,asis,3,,,,,,,,,,,,,,,
Fail,Fail,Fail,Fail,Fail,Thu Aug 10 03:34:29 2017,rlm,8,1,polynomial C1 t C2,ignore,none,asis,4,,,,,,,,,,,,,,,
-0.046,-0.047,0.02,1.147,0.765,Thu Aug 10 03:34:32 2017,rpart,8,1,polynomial C1 t C2,ignore,none,asis,1.0953997209,random,1476,2,cv,5,6,1,5,0.0203926792,,,,,,
-0.105,-0.083,-1,1.186,0.808,Thu Aug 10 03:34:34 2017,rpart1SE,8,1,polynomial C1 t C2,ignore,none,asis,1.0953997209,random,1477,2,cv,5,6,1,5,none,,,,,,
-0.056,-0.054,7,1.154,0.772,Thu Aug 10 03:34:37 2017,rpart2,8,1,polynomial C1 t C2,ignore,none,asis,1.0953997209,random,1478,2,cv,5,6,1,5,7,,,,,,
Fail,Fail,Fail,Fail,Fail,Thu Aug 10 03:34:37 2017,rqlasso,8,1,polynomial C1 t C2,ignore,none,asis,1,,,,,,,,,,,,,,,
Fail,Fail,Fail,Fail,Fail,Thu Aug 10 03:34:38 2017,rqnc,8,1,polynomial C1 t C2,ignore,none,asis,1,,,,,,,,,,,,,,,
0.336,0.242,0.976,0.831,0.486,Thu Aug 10 03:35:39 2017,RRF,8,1,polynomial C1 t C2,ignore,none,asis,1.0953997209,random,1481,60,cv,5,6,1,5,8,0.7818146897,0.9756773633,,,,
0.577,0.426,0.132,0.629,0.31,Thu Aug 10 03:36:12 2017,RRFglobal,8,1,polynomial C1 t C2,ignore,none,asis,1.0953997209,random,1482,33,cv,5,6,1,5,9,0.1323366445,,,,,
Fail,Fail,Fail,Fail,Fail,Thu Aug 10 03:36:19 2017,rvmLinear,8,1,polynomial C1 t C2,ignore,none,asis,7,,,,,,,,,,,,,,,
Fail,Fail,Fail,Fail,Fail,Thu Aug 10 03:37:01 2017,rvmPoly,8,1,polynomial C1 t C2,ignore,none,asis,42,,,,,,,,,,,,,,,
Fail,Fail,Fail,Fail,Fail,Thu Aug 10 03:37:49 2017,rvmRadial,8,1,polynomial C1 t C2,ignore,none,asis,47,,,,,,,,,,,,,,,
Fail,Fail,Fail,Fail,Fail,Thu Aug 10 03:37:53 2017,SBC,8,1,polynomial C1 t C2,ignore,none,asis,3,,,,,,,,,,,,,,,
-0.092,-0.039,1,1.139,0.799,Thu Aug 10 03:37:55 2017,simpls,8,1,polynomial C1 t C2,ignore,none,asis,1.0953997209,random,1487,2,cv,5,6,1,5,1,,,,,,
Fail,Fail,Fail,Fail,Fail,Thu Aug 10 03:39:02 2017,spikeslab,8,1,polynomial C1 t C2,ignore,none,asis,66,,,,,,,,,,,,,,,
Fail,Fail,Fail,Fail,Fail,Thu Aug 10 03:39:05 2017,spls,8,1,polynomial C1 t C2,ignore,none,asis,3,,,,,,,,,,,,,,,
Fail,Fail,Fail,Fail,Fail,Thu Aug 10 03:39:09 2017,superpc,8,1,polynomial C1 t C2,ignore,none,asis,3,,,,,,,,,,,,,,,
Fail,Fail,Fail,Fail,Fail,Thu Aug 10 03:39:09 2017,svmBoundrangeString,8,1,polynomial C1 t C2,ignore,none,asis,0,,,,,,,,,,,,,,,
Fail,Fail,Fail,Fail,Fail,Thu Aug 10 03:39:10 2017,svmExpoString,8,1,polynomial C1 t C2,ignore,none,asis,0,,,,,,,,,,,,,,,
NA,NA,1.012,NA,NA,Thu Aug 10 03:39:16 2017,svmLinear,8,1,polynomial C1 t C2,ignore,none,asis,1.0953997209,random,1493,6,cv,5,6,1,5,1.0124565857,,,,,,
-0.043,-0.025,0.089,1.122,0.763,Thu Aug 10 03:41:41 2017,svmLinear2,8,1,polynomial C1 t C2,ignore,none,asis,1.0953997209,random,1494,145,cv,5,6,1,5,0.0893927416,,,,,,
-0.031,-0.011,NA,1.107,0.754,Thu Aug 10 03:41:45 2017,svmLinear3,8,1,polynomial C1 t C2,ignore,none,asis,1.0953997209,random,1495,3,cv,5,6,1,5,0.0015944836,L1,,,,,
NA,NA,4.504,NA,NA,Thu Aug 10 03:41:48 2017,svmPoly,8,1,polynomial C1 t C2,ignore,none,asis,1.0953997209,random,1496,3,cv,5,6,1,5,1,0.0006041374,4.5042077465,,,,
NA,NA,76.826,NA,NA,Thu Aug 10 03:41:52 2017,svmRadial,8,1,polynomial C1 t C2,ignore,none,asis,1.0953997209,random,1497,4,cv,5,6,1,5,0.0205063137,76.8260953209,,,,,
NA,NA,402.772,NA,NA,Thu Aug 10 03:41:55 2017,svmRadialCost,8,1,polynomial C1 t C2,ignore,none,asis,1.0953997209,random,1498,3,cv,5,6,1,5,402.7720604896,,,,,,
NA,NA,246.935,NA,NA,Thu Aug 10 03:41:59 2017,svmRadialSigma,8,1,polynomial C1 t C2,ignore,none,asis,1.0953997209,random,1499,4,cv,5,6,1,5,0.01889591,246.9354190812,,,,,
Fail,Fail,Fail,Fail,Fail,Thu Aug 10 03:42:00 2017,svmSpectrumString,8,1,polynomial C1 t C2,ignore,none,asis,0,,,,,,,,,,,,,,,
0.224,0.179,-1,0.899,0.567,Thu Aug 10 03:42:06 2017,treebag,8,1,polynomial C1 t C2,ignore,none,asis,1.0953997209,random,1501,6,cv,5,6,1,5,none,,,,,,
-0.088,-0.037,2,1.136,0.796,Thu Aug 10 03:42:19 2017,widekernelpls,8,1,polynomial C1 t C2,ignore,none,asis,1.0953997209,random,1502,14,cv,5,6,1,5,2,,,,,,
Fail,Fail,Fail,Fail,Fail,Thu Aug 10 03:42:28 2017,WM,8,1,polynomial C1 t C2,ignore,none,asis,8,,,,,,,,,,,,,,,
0.406,0.331,1.843,0.732,0.435,Thu Aug 10 03:42:39 2017,xgbLinear,8,1,polynomial C1 t C2,ignore,none,asis,1.0953997209,random,1504,10,cv,5,6,1,5,28,6.94033828780628e-05,0.0099869603,1.842546985,,,
0.312,0.232,900,0.841,0.503,Thu Aug 10 03:44:16 2017,xgbTree,8,1,polynomial C1 t C2,ignore,none,asis,1.0953997209,random,1505,96,cv,5,6,1,5,900,9,0.0123493273,2.7812474617,0.5923638497,18,0.9536687674
Fail,Fail,Fail,Fail,Fail,Thu Aug 10 03:44:21 2017,xyf,8,1,polynomial C1 t C2,ignore,none,asis,5,,,,,,,,,,,,,,,
0.479,-0.015,NA,838.359,145.335,Thu Aug 10 04:00:22 2017,avNNet,8,1,polynomial C1 ^ C2,ignore,none,asis,825.7172835421,random,1614,21,cv,5,6,1,5,14,0.0003739016,FALSE,,,,
Fail,Fail,Fail,Fail,Fail,Thu Aug 10 04:00:25 2017,bag,8,1,polynomial C1 ^ C2,ignore,none,asis,3,,,,,,,,,,,,,,,
0.483,-0.01,13,NA,NA,Thu Aug 10 04:01:10 2017,bagEarth,8,1,polynomial C1 ^ C2,ignore,none,asis,825.7172835421,random,1616,44,cv,5,6,1,5,13,2,,,,,
0.479,-0.014,-1,837.679,145.348,Thu Aug 10 04:01:23 2017,bagEarthGCV,8,1,polynomial C1 ^ C2,ignore,none,asis,825.7172835421,random,1617,13,cv,5,6,1,5,1,,,,,,
Fail,Fail,Fail,Fail,Fail,Thu Aug 10 04:01:28 2017,bam,8,1,polynomial C1 ^ C2,ignore,none,asis,5,,,,,,,,,,,,,,,
Fail,Fail,Fail,Fail,Fail,Thu Aug 10 04:01:29 2017,bartMachine,8,1,polynomial C1 ^ C2,ignore,none,asis,1,,,,,,,,,,,,,,,
0.479,-0.015,-1,837.983,145.424,Thu Aug 10 04:01:31 2017,bayesglm,8,1,polynomial C1 ^ C2,ignore,none,asis,825.7172835421,random,1620,2,cv,5,6,1,5,none,,,,,,
Fail,Fail,Fail,Fail,Fail,Thu Aug 10 04:01:52 2017,blasso,8,1,polynomial C1 ^ C2,ignore,none,asis,20,,,,,,,,,,,,,,,
Fail,Fail,Fail,Fail,Fail,Thu Aug 10 04:02:11 2017,blassoAveraged,8,1,polynomial C1 ^ C2,ignore,none,asis,19,,,,,,,,,,,,,,,
Fail,Fail,Fail,Fail,Fail,Thu Aug 10 04:02:30 2017,bridge,8,1,polynomial C1 ^ C2,ignore,none,asis,18,,,,,,,,,,,,,,,
0.479,-0.015,173,NA,NA,Thu Aug 10 04:03:38 2017,BstLm,8,1,polynomial C1 ^ C2,ignore,none,asis,825.7172835421,random,1624,68,cv,5,6,1,5,173,0.4077234556,,,,,
0.479,-0.015,7,837.977,145.26,Thu Aug 10 04:03:50 2017,cforest,8,1,polynomial C1 ^ C2,ignore,none,asis,825.7172835421,random,1625,12,cv,5,6,1,5,7,,,,,,
0.479,-0.015,0.817,837.873,145.33,Thu Aug 10 04:03:54 2017,ctree,8,1,polynomial C1 ^ C2,ignore,none,asis,825.7172835421,random,1626,3,cv,5,6,1,5,0.816753454,,,,,,
0.479,-0.015,0.431,837.873,145.333,Thu Aug 10 04:03:58 2017,ctree2,8,1,polynomial C1 ^ C2,ignore,none,asis,825.7172835421,random,1627,3,cv,5,6,1,5,13,0.4309204307,,,,,
0.482,-0.013,7,836.448,144.463,Thu Aug 10 04:04:33 2017,cubist,8,1,polynomial C1 ^ C2,ignore,none,asis,825.7172835421,random,1628,35,cv,5,6,1,5,54,7,,,,,
Fail,Fail,Fail,Fail,Fail,Thu Aug 10 04:04:37 2017,DENFIS,8,1,polynomial C1 ^ C2,ignore,none,asis,4,,,,,,,,,,,,,,,
0.478,-0.015,0.046,838.267,145.653,Thu Aug 10 04:04:41 2017,dnn,8,1,polynomial C1 ^ C2,ignore,none,asis,825.7172835421,random,1630,4,cv,5,6,1,5,7,12,16,0.0506257267,0.0457554167,,
0.486,-0.007,11,NA,NA,Thu Aug 10 04:04:44 2017,earth,8,1,polynomial C1 ^ C2,ignore,none,asis,825.7172835421,random,1631,3,cv,5,6,1,5,11,2,,,,,
0.479,-0.015,NA,837.982,145.424,Thu Aug 10 04:04:47 2017,elm,8,1,polynomial C1 ^ C2,ignore,none,asis,825.7172835421,random,1632,2,cv,5,6,1,5,12,purelin,,,,,
Fail,Fail,Fail,Fail,Fail,Thu Aug 10 04:04:50 2017,enet,8,1,polynomial C1 ^ C2,ignore,none,asis,3,,,,,,,,,,,,,,,
0.48,-0.014,1.708,837.288,145.022,Thu Aug 10 04:05:49 2017,evtree,8,1,polynomial C1 ^ C2,ignore,none,asis,825.7172835421,random,1634,58,cv,5,6,1,5,1.7082128804,,,,,,
Fail,Fail,Fail,Fail,Fail,Thu Aug 10 04:05:50 2017,extraTrees,8,1,polynomial C1 ^ C2,ignore,none,asis,1,,,,,,,,,,,,,,,
0.479,-0.015,1,838.009,145.461,Thu Aug 10 04:05:53 2017,foba,8,1,polynomial C1 ^ C2,ignore,none,asis,825.7172835421,random,1636,3,cv,5,6,1,5,1,0.0010533487,,,,,
Fail,Fail,Fail,Fail,Fail,Thu Aug 10 04:05:56 2017,gam,8,1,polynomial C1 ^ C2,ignore,none,asis,3,,,,,,,,,,,,,,,
